# 0.2 sps, start/stop: 50/0 mA (5 s), channels: 4,,
# V min: 5.01683, V max: 5.02452,,,
# I min: 0.05477, I max: 0.08192,,,
Time,Voltage,Current,Capacity,Energy
2740,5.02108,0.08174,0.06227689,0.07823252
2745,5.02182,0.08175,0.06239042,0.07837509
2750,5.02257,0.08177,0.06250398,0.07851766
2755,5.02155,0.08177,0.06261755,0.07866025
2760,5.0221,0.08177,0.06273112,0.07880284
2765,5.02214,0.08177,0.06284469,0.07894542
2770,5.02178,0.08176,0.06295825,0.079088
2775,5.02229,0.08177,0.06307181,0.0792306
2780,5.02253,0.08175,0.06318537,0.07937319
2785,5.02323,0.08177,0.06329892,0.07951578
2790,5.02214,0.08174,0.06341247,0.07965831
2795,5.02198,0.08174,0.063526,0.07980084
2800,5.02198,0.08174,0.06363953,0.07994338
2805,5.0221,0.08174,0.06375306,0.08008592
2810,5.02225,0.08177,0.0638666,0.08022852
2815,5.02245,0.08174,0.06398015,0.08037105
2820,5.02175,0.08177,0.0640937,0.08051364
2825,5.02233,0.08176,0.06420726,0.08065622
2830,5.02241,0.08177,0.06432083,0.08079881
2835,5.02194,0.08177,0.0644344,0.08094142
2840,5.02296,0.0818,0.06454799,0.0810841
2845,5.02346,0.08177,0.06466158,0.08122672
2850,5.02296,0.08178,0.06477515,0.08136935
2855,5.02296,0.08179,0.06488874,0.08151197
2860,5.02217,0.08179,0.06500234,0.08165463
2865,5.02311,0.08181,0.06511595,0.0817973
2870,5.0226,0.0818,0.06522957,0.08193998
2875,5.02346,0.0818,0.06534318,0.08208268
2880,5.02421,0.08181,0.0654568,0.08222535
2885,5.0226,0.08181,0.06557042,0.08236804
2890,5.02299,0.08183,0.06568406,0.08251076
2895,5.02303,0.08182,0.06579771,0.08265346
2900,5.02311,0.08181,0.06591134,0.08279614
2905,5.0228,0.08184,0.06602499,0.08293889
2910,5.02339,0.08184,0.06613865,0.08308164
2915,5.02342,0.08183,0.06625231,0.08322439
2920,5.02424,0.08184,0.06636597,0.08336716
2925,5.02385,0.08182,0.06647963,0.08350988
2930,5.02378,0.08184,0.06659328,0.08365262
2935,5.02307,0.08181,0.06670692,0.0837953
2940,5.02303,0.08184,0.06682057,0.08393804
2945,5.02296,0.08182,0.06693422,0.08408076
2950,5.02378,0.08183,0.06704787,0.08422347
2955,5.02264,0.08183,0.06716152,0.08436616
2960,5.02194,0.08184,0.06727518,0.08450889
2965,5.02272,0.08188,0.06738888,0.08465166
2970,5.02171,0.08184,0.06750257,0.08479437
2975,5.02206,0.08185,0.06761624,0.08493712
2980,5.02272,0.08184,0.06772992,0.08507982
2985,5.02194,0.08185,0.06784359,0.08522253
2990,5.02143,0.08183,0.06795726,0.08536519
2995,5.02081,0.08184,0.06807092,0.08550788
3000,5.02139,0.08184,0.06818458,0.08565059
3005,5.02186,0.08185,0.06829826,0.08579329
3010,5.0212,0.08186,0.06841194,0.08593599
3015,5.02042,0.08187,0.06852565,0.08607875
3020,5.02186,0.08187,0.06863935,0.08622151
3025,5.0221,0.08186,0.06875306,0.08636424
3030,5.02163,0.08184,0.06886674,0.08650696
3035,5.02237,0.08185,0.06898041,0.08664968
3040,5.02163,0.08185,0.06909409,0.08679241
3045,5.02217,0.08188,0.06920779,0.0869352
3050,5.02241,0.08185,0.06932149,0.08707792
3055,5.02202,0.08183,0.06943516,0.08722061
3060,5.02186,0.08182,0.06954881,0.08736327
3065,5.02132,0.08181,0.06966244,0.08750593
3070,5.02237,0.08181,0.06977606,0.08764864
3075,5.0237,0.08184,0.06988971,0.0877914
3080,5.02405,0.08183,0.07000337,0.08793415
3085,5.02378,0.08184,0.07011703,0.08807692
3090,5.02421,0.08184,0.07023069,0.08821969
3095,5.02417,0.08184,0.07034436,0.08836243
3100,5.02323,0.08184,0.07045803,0.08850517
3105,5.02323,0.08183,0.07057169,0.08864792
3110,5.02393,0.08184,0.07068535,0.08879068
3115,5.02397,0.08182,0.070799,0.08893339
3120,5.02307,0.08183,0.07091265,0.08907612
3125,5.02339,0.08181,0.07102628,0.08921882
3130,5.02358,0.08183,0.07113992,0.08936155
3135,5.02354,0.08179,0.07125355,0.08950421
3140,5.02327,0.08179,0.07136715,0.08964684
3145,5.02237,0.08179,0.07148074,0.08978945
3150,5.02159,0.08181,0.07159435,0.08993211
3155,5.02214,0.0818,0.07170797,0.09007478
3160,5.02296,0.08181,0.07182159,0.09021746
3165,5.02272,0.08184,0.07193524,0.09036018
3170,5.02245,0.0818,0.07204888,0.09050283
3175,5.02237,0.08183,0.07216251,0.09064552
3180,5.02217,0.08181,0.07227615,0.09078821
3185,5.02315,0.08184,0.07238979,0.09093094
3190,5.02253,0.08181,0.07250344,0.0910736
3195,5.02241,0.08182,0.07261707,0.09121627
3200,5.02194,0.08182,0.07273071,0.09135896
3205,5.02233,0.08183,0.07284435,0.0915017
3210,5.02378,0.08186,0.07295803,0.09164448
3215,5.02342,0.08187,0.07307173,0.09178727
3220,5.0228,0.08184,0.07318542,0.09193
3225,5.02272,0.08184,0.07329908,0.09207272
3230,5.02268,0.08184,0.07341275,0.09221544
3235,5.02237,0.08181,0.0735264,0.09235815
3240,5.02366,0.08184,0.07364004,0.09250092
3245,5.02424,0.08188,0.07375374,0.09264375
3250,5.02374,0.08187,0.07386745,0.09278653
3255,5.02272,0.08188,0.07398117,0.09292935
3260,5.02354,0.08188,0.07409489,0.09307214
3265,5.02253,0.08188,0.07420861,0.09321494
3270,5.02268,0.08188,0.07432233,0.09335773
3275,5.02245,0.08188,0.07443606,0.09350049
3280,5.02135,0.08188,0.07454978,0.09364325
3285,5.02116,0.08186,0.07466349,0.09378597
3290,5.02124,0.08188,0.07477719,0.09392873
3295,5.02139,0.08187,0.07489091,0.09407146
3300,5.02093,0.08187,0.07500462,0.09421419
3305,5.02081,0.08185,0.07511831,0.09435687
3310,5.02061,0.08186,0.075232,0.09449959
3315,5.02112,0.08186,0.07534569,0.09464231
3320,5.02135,0.08188,0.0754594,0.09478508
3325,5.02139,0.08188,0.07557313,0.09492784
3330,5.02143,0.08188,0.07568685,0.09507064
3335,5.02268,0.08185,0.07580055,0.09521339
3340,5.02288,0.08187,0.07591424,0.09535616
3345,5.02245,0.08187,0.07602795,0.09549889
3350,5.02108,0.08185,0.07614165,0.09564163
3355,5.02237,0.08188,0.07625535,0.09578443
3360,5.02268,0.08188,0.07636907,0.0959272
3365,5.02186,0.08186,0.07648278,0.09606994
3370,5.02175,0.08188,0.07659649,0.09621273
3375,5.02233,0.08188,0.07671021,0.0963555
3380,5.0219,0.08185,0.07682391,0.09649824
3385,5.02253,0.08186,0.0769376,0.09664102
3390,5.02331,0.08185,0.07705128,0.09678376
3395,5.02245,0.08188,0.07716499,0.09692655
3400,5.02229,0.08188,0.07727871,0.09706931
3405,5.02147,0.08184,0.0773924,0.09721203
3410,5.02249,0.08188,0.0775061,0.09735483
3415,5.02249,0.08188,0.07761982,0.09749762
3420,5.02245,0.08188,0.07773354,0.09764039
3425,5.02186,0.08186,0.07784725,0.09778314
3430,5.02225,0.08185,0.07796094,0.0979259
3435,5.02311,0.08188,0.07807464,0.09806872
3440,5.02335,0.08188,0.07818836,0.09821151
3445,5.02249,0.08187,0.07830208,0.09835425
3450,5.02147,0.08185,0.07841577,0.09849697
3455,5.02175,0.08187,0.07852947,0.09863975
3460,5.02241,0.08186,0.07864317,0.09878248
3465,5.02178,0.08188,0.07875688,0.09892525
3470,5.02159,0.08187,0.07887059,0.099068
3475,5.02155,0.08188,0.07898431,0.09921077
3480,5.02194,0.08185,0.07909801,0.09935351
3485,5.02225,0.08188,0.07921171,0.09949626
3490,5.02112,0.08186,0.07932542,0.09963895
3495,5.02007,0.08184,0.0794391,0.09978164
3500,5.02147,0.08184,0.07955276,0.09992433
3505,5.02128,0.08183,0.07966642,0.10006698
3510,5.0205,0.08184,0.07978008,0.10020968
3515,5.02182,0.08181,0.07989373,0.10035235
3520,5.02229,0.08181,0.08000735,0.100495
3525,5.02198,0.08181,0.08012098,0.10063765
3530,5.02186,0.08181,0.0802346,0.1007803
3535,5.02178,0.0818,0.08034822,0.10092296
3540,5.02253,0.08177,0.08046181,0.10106554
3545,5.02194,0.08181,0.08057541,0.10120819
3550,5.02155,0.08181,0.08068903,0.10135083
3555,5.02167,0.08181,0.08080266,0.10149351
3560,5.02276,0.08181,0.08091628,0.10163617
3565,5.02206,0.08182,0.08102992,0.10177881
3570,5.02081,0.08181,0.08114355,0.10192145
3575,5.02151,0.08181,0.08125717,0.10206408
3580,5.021,0.08181,0.0813708,0.10220674
3585,5.02221,0.08181,0.08148442,0.10234941
3590,5.02249,0.08185,0.08159808,0.10249213
3595,5.02167,0.08183,0.08171174,0.10263485
3600,5.02315,0.08185,0.08182541,0.10277765
