algorithm,trunc_bits,repetition,found,trials,expected_trials,ratio_to_expected,log2_trials,seconds
SpVSH-320,24,30,yes,33437208.0,16777216.0,1.99301291,24.994951,17.303303
SpVSH-320,24,31,yes,43360154.0,16777216.0,2.58446658,25.369867,18.070708
SpVSH-320,24,34,yes,40211161.0,16777216.0,2.39677197,25.261093,18.310341
SpVSH-320,24,36,yes,37036292.0,16777216.0,2.20753503,25.142436,18.672174
SpVSH-320,32,19,yes,145952130.0,4294967296.0,0.03398213,27.12092,174.334907
SpVSH-320,32,33,yes,152015826.0,4294967296.0,0.03539394,27.179646,181.556707
SpVSH-320,32,5,yes,205532870.0,4294967296.0,0.04785435,27.614794,245.329034
SpVSH-320,32,34,yes,404000446.0,4294967296.0,0.09406368,28.589782,331.425867
SpVSH-320,32,28,yes,287107781.0,4294967296.0,0.06684749,28.097017,342.247336
SpVSH-320,32,35,yes,689711436.0,4294967296.0,0.16058596,29.361418,494.631705
SpVSH-320,32,14,yes,531957773.0,4294967296.0,0.12385607,28.986736,633.105453
SpVSH-320,32,7,yes,598348557.0,4294967296.0,0.13931388,29.156411,712.684748
SpVSH-320,32,24,yes,717090542.0,4294967296.0,0.16696065,29.41758,854.555325
SpVSH-320,32,2,yes,797482877.0,4294967296.0,0.18567845,29.570878,950.401848
SpVSH-320,32,4,yes,931408429.0,4294967296.0,0.21686042,29.794839,1110.095157
SpVSH-320,32,8,yes,1570973446.0,4294967296.0,0.36577076,30.549012,1292.384638
SpVSH-320,32,6,yes,2356154806.0,4294967296.0,0.54858504,31.133787,1387.238233
SpVSH-320,32,41,yes,1174667057.0,4294967296.0,0.27349849,30.129605,1399.438882
SpVSH-320,32,11,yes,1272926220.0,4294967296.0,0.29637623,30.245502,1516.239856
SpVSH-320,32,36,yes,3945234240.0,4294967296.0,0.91857143,31.877464,1545.658211
SpVSH-320,32,32,yes,1384047760.0,4294967296.0,0.32224873,30.366247,1648.101572
SpVSH-320,32,20,yes,2633804876.0,4294967296.0,0.61323048,31.294501,1655.029883
SpVSH-320,32,49,yes,1488854825.0,4294967296.0,0.34665103,30.471556,1772.607381
SpVSH-320,32,9,yes,4532020034.0,4294967296.0,1.05519314,32.077507,2022.796164
SpVSH-320,32,17,yes,1729381952.0,4294967296.0,0.40265311,30.687609,2058.946466
SpVSH-320,32,12,yes,2317030507.0,4294967296.0,0.5394757,31.10963,2137.238321
SpVSH-320,32,37,yes,4221034649.0,4294967296.0,0.98278621,31.97495,2142.449522
SpVSH-320,32,40,yes,1858440786.0,4294967296.0,0.43270196,30.791446,2212.902589
SpVSH-320,32,23,yes,2275492259.0,4294967296.0,0.52980433,31.083532,2710.030682
SpVSH-320,32,31,yes,2323529446.0,4294967296.0,0.54098886,31.113671,2767.32986
SpVSH-320,32,18,yes,2977244436.0,4294967296.0,0.69319374,31.471331,2802.79477
SpVSH-320,32,29,yes,4760197173.0,4294967296.0,1.10831977,32.148374,3005.556964
SpVSH-320,32,21,yes,6748004091.0,4294967296.0,1.57114214,32.651814,3390.650855
SpVSH-320,32,25,yes,5572065081.0,4294967296.0,1.2973475,32.375565,3400.218103
SpVSH-320,32,10,yes,10086992632.0,4294967296.0,2.34856099,33.231777,3450.915466
SpVSH-320,32,13,yes,5307542568.0,4294967296.0,1.23575855,32.305397,3475.377487
SpVSH-320,32,30,yes,3997098001.0,4294967296.0,0.9306469,31.896306,3590.845564
SpVSH-320,32,3,yes,5300905111.0,4294967296.0,1.23421315,32.303592,3631.893482
SpVSH-320,32,26,yes,4987495929.0,4294967296.0,1.16124189,32.215669,4035.872399
SpVSH-320,32,15,yes,12264869752.0,4294967296.0,2.85563752,33.513813,4090.529624
SpVSH-320,32,22,yes,6383964162.0,4294967296.0,1.48638248,32.571805,4093.528803
SpVSH-320,32,46,yes,3468669976.0,4294967296.0,0.80761266,31.691735,4132.043815
SpVSH-320,32,38,yes,16184609556.0,4294967296.0,3.76827306,33.913904,4153.003414
SpVSH-320,32,27,yes,4923091894.0,4294967296.0,1.14624665,32.196918,4233.524506
SpVSH-320,32,16,yes,6398776572.0,4294967296.0,1.48983127,32.575149,4325.423439
SpVSH-320,32,39,yes,8139882373.0,4294967296.0,1.89521405,32.922361,4389.772388
SpVSH-320,32,42,yes,9713067460.0,4294967296.0,2.26149975,33.17728,4438.94866
SpVSH-320,32,43,yes,8476466677.0,4294967296.0,1.97358119,32.980816,4573.519631
SpVSH-320,32,44,yes,8168823785.0,4294967296.0,1.9019525,32.927481,4693.242158
SpVSH-320,32,47,yes,4572773902.0,4294967296.0,1.06468189,32.090422,4788.477468
SpVSH-320,32,48,yes,4289017802.0,4294967296.0,0.99861478,31.998,4895.332614
SpVSH-320,32,0,yes,7441417376.0,4294967296.0,1.73259,32.79293,5064.972992
SpVSH-320,32,45,yes,20942254306.0,4294967296.0,4.87599855,34.285698,5153.930217
SpVSH-320,32,1,yes,4723336100.0,4294967296.0,1.09973738,32.137159,5154.447639
SpVSH-320,36,28,yes,3273900006.0,68719476736.0,0.04764152,31.608363,2341.80459
SpVSH-320,36,3,yes,5300905920.0,68719476736.0,0.07713833,32.303592,3788.471958
SpVSH-320,36,7,yes,8012523729.0,68719476736.0,0.11659757,32.89961,5720.167581
SpVSH-320,36,21,yes,9284367742.0,68719476736.0,0.13510533,33.112157,6630.767816
SpVSH-320,36,8,yes,23268913578.0,68719476736.0,0.33860726,34.437685,11180.211734
SpVSH-320,36,16,yes,15867071536.0,68719476736.0,0.23089628,33.885317,11342.881833
SpVSH-320,36,2,yes,19561237171.0,68719476736.0,0.28465347,34.187279,13975.364256
SpVSH-320,36,9,yes,40939368588.0,68719476736.0,0.59574622,35.25277,17184.335283
SpVSH-320,36,19,yes,24804134969.0,68719476736.0,0.36094767,34.529862,17704.712879
SpVSH-320,36,27,yes,26893728436.0,68719476736.0,0.39135526,34.646551,19193.284575
SpVSH-320,36,20,yes,30151661125.0,68719476736.0,0.43876442,34.811518,19608.775754
SpVSH-320,36,10,yes,42086749526.0,68719476736.0,0.61244281,35.292647,20392.281792
SpVSH-320,36,5,yes,29819463319.0,68719476736.0,0.4339303,34.795535,21278.759819
SpVSH-320,36,22,yes,63722041919.0,68719476736.0,0.92727775,35.891073,22822.654876
SpVSH-320,36,15,yes,32488359199.0,68719476736.0,0.47276785,34.919204,23177.37165
SpVSH-320,36,29,yes,73924973957.0,68719476736.0,1.07574995,36.105343,24749.295
SpVSH-320,36,0,yes,39521837539.0,68719476736.0,0.57511843,35.201931,25607.014962
SpVSH-320,36,11,yes,72495089678.0,68719476736.0,1.0549424,36.077164,26642.964059
SpVSH-320,36,13,yes,38467873512.0,68719476736.0,0.55978123,35.162935,27431.355162
SpVSH-320,36,12,yes,45166440254.0,68719476736.0,0.65725821,35.394532,27569.059987
SpVSH-320,36,14,yes,53852605264.0,68719476736.0,0.78365855,35.648297,28900.373223
SpVSH-320,36,26,yes,41134697117.0,68719476736.0,0.59858863,35.259637,29325.753728
SpVSH-320,36,6,yes,53284973262.0,68719476736.0,0.77539841,35.63301,29623.335986
SpVSH-320,36,18,yes,42372481799.0,68719476736.0,0.61660076,35.302409,30205.644096
SpVSH-320,36,1,yes,105270496942.0,68719476736.0,1.53188735,36.61531,34440.4146
SpVSH-320,36,4,yes,134235298421.0,68719476736.0,1.95338068,36.965973,35547.773179
SpVSH-320,36,17,yes,246656896393.0,68719476736.0,3.58933025,37.843715,37275.667957
SpVSH-320,36,23,yes,349445831452.0,68719476736.0,5.08510612,38.346278,42498.083806
SpVSH-320,36,24,yes,204744015731.0,68719476736.0,2.97941756,37.57503,46051.265972
SpVSH-320,36,25,yes,392308485244.0,68719476736.0,5.70883982,38.513198,53817.73236
SHA-3-256,8,0,yes,245.0,256.0,0.95703125,7.936638,0.000495
SHA-3-256,8,4,yes,72.0,256.0,0.28125,6.169925,0.000547
SHA-3-256,8,2,yes,245.0,256.0,0.95703125,7.936638,0.000754
SHA-3-256,8,9,yes,59.0,256.0,0.23046875,5.882643,0.000928
SHA-3-256,8,1,yes,334.0,256.0,1.3046875,8.383704,0.000817
SHA-3-256,8,3,yes,295.0,256.0,1.15234375,8.204571,0.0009
SHA-3-256,8,5,yes,506.0,256.0,1.9765625,8.982994,0.001068
SHA-3-256,8,14,yes,71.0,256.0,0.27734375,6.149747,0.00115
SHA-3-256,8,18,yes,14.0,256.0,0.0546875,3.807355,0.001175
SHA-3-256,8,12,yes,76.0,256.0,0.296875,6.247928,0.001199
SHA-3-256,8,10,yes,194.0,256.0,0.7578125,7.599913,0.001247
SHA-3-256,8,23,yes,5.0,256.0,0.01953125,2.321928,0.001244
SHA-3-256,8,15,yes,157.0,256.0,0.61328125,7.294621,0.001363
SHA-3-256,8,13,yes,244.0,256.0,0.953125,7.930737,0.001327
SHA-3-256,8,24,yes,87.0,256.0,0.33984375,6.442943,0.001415
SHA-3-256,8,7,yes,311.0,256.0,1.21484375,8.280771,0.001319
SHA-3-256,8,21,yes,288.0,256.0,1.125,8.169925,0.001528
SHA-3-256,8,11,yes,131.0,256.0,0.51171875,7.033423,0.001379
SHA-3-256,8,25,yes,54.0,256.0,0.2109375,5.754888,0.00139
SHA-3-256,8,34,yes,9.0,256.0,0.03515625,3.169925,0.001582
SHA-3-256,8,6,yes,526.0,256.0,2.0546875,9.038919,0.001467
SHA-3-256,8,39,yes,18.0,256.0,0.0703125,4.169925,0.001683
SHA-3-256,8,16,yes,286.0,256.0,1.1171875,8.159871,0.001595
SHA-3-256,8,35,yes,65.0,256.0,0.25390625,6.022368,0.001697
SHA-3-256,8,29,yes,316.0,256.0,1.234375,8.303781,0.00181
SHA-3-256,8,20,yes,497.0,256.0,1.94140625,8.957102,0.001848
SHA-3-256,8,45,yes,30.0,256.0,0.1171875,4.906891,0.001896
SHA-3-256,8,43,yes,56.0,256.0,0.21875,5.807355,0.001936
SHA-3-256,8,33,yes,344.0,256.0,1.34375,8.426265,0.001946
SHA-3-256,8,32,yes,266.0,256.0,1.0390625,8.055282,0.001951
SHA-3-256,8,30,yes,542.0,256.0,2.1171875,9.082149,0.002068
SHA-3-256,8,27,yes,394.0,256.0,1.5390625,8.622052,0.002077
SHA-3-256,8,26,yes,503.0,256.0,1.96484375,8.974415,0.002085
SHA-3-256,8,17,yes,482.0,256.0,1.8828125,8.912889,0.001992
SHA-3-256,8,8,yes,717.0,256.0,2.80078125,9.485829,0.001989
SHA-3-256,8,46,yes,292.0,256.0,1.140625,8.189825,0.002183
SHA-3-256,8,49,yes,149.0,256.0,0.58203125,7.219169,0.002102
SHA-3-256,8,31,yes,412.0,256.0,1.609375,8.686501,0.002138
SHA-3-256,8,28,yes,407.0,256.0,1.58984375,8.668885,0.002121
SHA-3-256,8,38,yes,960.0,256.0,3.75,9.906891,0.002316
SHA-3-256,8,19,yes,519.0,256.0,2.02734375,9.019591,0.002003
SHA-3-256,8,36,yes,439.0,256.0,1.71484375,8.778077,0.002162
SHA-3-256,8,41,yes,423.0,256.0,1.65234375,8.724514,0.002323
SHA-3-256,8,47,yes,715.0,256.0,2.79296875,9.481799,0.002381
SHA-3-256,8,22,yes,474.0,256.0,1.8515625,8.888743,0.002063
SHA-3-256,8,37,yes,289.0,256.0,1.12890625,8.174926,0.002214
SHA-3-256,8,44,yes,596.0,256.0,2.328125,9.219169,0.002337
SHA-3-256,8,48,yes,560.0,256.0,2.1875,9.129283,0.0024
SHA-3-256,8,40,yes,393.0,256.0,1.53515625,8.618386,0.002208
SHA-3-256,8,42,yes,131.0,256.0,0.51171875,7.033423,0.002082
SHA-3-256,16,7,yes,2774.0,65536.0,0.04232788,11.437752,0.003062
SHA-3-256,16,34,yes,1048.0,65536.0,0.01599121,10.033423,0.003345
SHA-3-256,16,9,yes,2879.0,65536.0,0.04393005,11.491352,0.004583
SHA-3-256,16,30,yes,1403.0,65536.0,0.02140808,10.454299,0.004667
SHA-3-256,16,0,yes,6796.0,65536.0,0.10369873,12.73047,0.005284
SHA-3-256,16,20,yes,2883.0,65536.0,0.04399109,11.493355,0.005603
SHA-3-256,16,23,yes,4767.0,65536.0,0.07273865,12.218866,0.006885
SHA-3-256,16,27,yes,7855.0,65536.0,0.11985779,12.939396,0.010883
SHA-3-256,16,24,yes,9569.0,65536.0,0.14601135,13.224152,0.011163
SHA-3-256,16,44,yes,9254.0,65536.0,0.14120483,13.175861,0.013004
SHA-3-256,16,46,yes,10341.0,65536.0,0.15779114,13.336088,0.014359
SHA-3-256,16,17,yes,14227.0,65536.0,0.21708679,13.796344,0.015295
SHA-3-256,16,21,yes,30721.0,65536.0,0.46876526,14.906938,0.018409
SHA-3-256,16,31,yes,30674.0,65536.0,0.4680481,14.904729,0.019511
SHA-3-256,16,37,yes,15859.0,65536.0,0.24198914,13.953014,0.019531
SHA-3-256,16,47,yes,21210.0,65536.0,0.32363892,14.372457,0.020324
SHA-3-256,16,15,yes,20901.0,65536.0,0.31892395,14.351284,0.021791
SHA-3-256,16,35,yes,36602.0,65536.0,0.5585022,15.159635,0.022673
SHA-3-256,16,39,yes,21226.0,65536.0,0.32388306,14.373545,0.024034
SHA-3-256,16,10,yes,44025.0,65536.0,0.67176819,15.426035,0.024863
SHA-3-256,16,45,yes,31843.0,65536.0,0.48588562,14.958689,0.024952
SHA-3-256,16,4,yes,25012.0,65536.0,0.38165283,14.610333,0.024983
SHA-3-256,16,3,yes,26536.0,65536.0,0.40490723,14.695663,0.025515
SHA-3-256,16,48,yes,31297.0,65536.0,0.47755432,14.933737,0.026366
SHA-3-256,16,8,yes,66634.0,65536.0,1.01675415,16.023971,0.035346
SHA-3-256,16,26,yes,36522.0,65536.0,0.55728149,15.156478,0.038519
SHA-3-256,16,36,yes,62024.0,65536.0,0.94641113,15.920539,0.039819
SHA-3-256,16,11,yes,66455.0,65536.0,1.01402283,16.02009,0.040048
SHA-3-256,16,49,yes,101234.0,65536.0,1.54470825,16.627334,0.040533
SHA-3-256,16,1,yes,102484.0,65536.0,1.56378174,16.645039,0.045547
SHA-3-256,16,22,yes,101064.0,65536.0,1.54211426,16.62491,0.048037
SHA-3-256,16,12,yes,86080.0,65536.0,1.31347656,16.39339,0.048441
SHA-3-256,16,25,yes,121127.0,65536.0,1.84825134,16.886161,0.048742
SHA-3-256,16,38,yes,102092.0,65536.0,1.55780029,16.63951,0.049049
SHA-3-256,16,19,yes,54005.0,65536.0,0.8240509,15.720805,0.052026
SHA-3-256,16,42,yes,54080.0,65536.0,0.82519531,15.722808,0.054575
SHA-3-256,16,13,yes,84076.0,65536.0,1.28289795,16.359406,0.055134
SHA-3-256,16,14,yes,58432.0,65536.0,0.89160156,15.834471,0.056162
SHA-3-256,16,40,yes,110607.0,65536.0,1.68772888,16.755083,0.056878
SHA-3-256,16,28,yes,160460.0,65536.0,2.44842529,17.291854,0.056844
SHA-3-256,16,41,yes,62999.0,65536.0,0.96128845,15.943041,0.059958
SHA-3-256,16,29,yes,88910.0,65536.0,1.35665894,16.440058,0.060732
SHA-3-256,16,16,yes,229620.0,65536.0,3.50372314,17.808889,0.069846
SHA-3-256,16,33,yes,75825.0,65536.0,1.15699768,16.210386,0.072924
SHA-3-256,16,2,yes,331903.0,65536.0,5.06443787,18.340402,0.073487
SHA-3-256,16,43,yes,194350.0,65536.0,2.96554565,17.568298,0.074762
SHA-3-256,16,32,yes,355764.0,65536.0,5.42852783,18.440561,0.074979
SHA-3-256,16,5,yes,250807.0,65536.0,3.82701111,17.936218,0.077087
SHA-3-256,16,18,yes,219301.0,65536.0,3.3462677,17.742553,0.07729
SHA-3-256,16,6,yes,248548.0,65536.0,3.7925415,17.923165,0.080511
SHA-3-256,24,25,yes,649439.0,16777216.0,0.03870958,19.308834,0.649951
SHA-3-256,24,18,yes,1496018.0,16777216.0,0.08916962,20.512696,1.509404
SHA-3-256,24,49,yes,1641599.0,16777216.0,0.09784693,20.64667,1.661997
SHA-3-256,24,4,yes,1858664.0,16777216.0,0.11078501,20.825835,1.8794
SHA-3-256,24,45,yes,2045740.0,16777216.0,0.12193561,20.964191,2.075692
SHA-3-256,24,34,yes,2325386.0,16777216.0,0.13860381,21.149039,2.359774
SHA-3-256,24,21,yes,2388832.0,16777216.0,0.14238548,21.187874,2.425004
SHA-3-256,24,47,yes,2476018.0,16777216.0,0.14758217,21.23959,2.515341
SHA-3-256,24,22,yes,3585375.0,16777216.0,0.213705,21.773693,3.038972
SHA-3-256,24,5,yes,4436807.0,16777216.0,0.26445431,22.08109,3.202037
SHA-3-256,24,26,yes,5801592.0,16777216.0,0.34580183,22.468017,3.283077
SHA-3-256,24,32,yes,4464806.0,16777216.0,0.26612318,22.090166,4.553622
SHA-3-256,24,43,yes,4784489.0,16777216.0,0.28517777,22.189933,4.882253
SHA-3-256,24,33,yes,9056429.0,16777216.0,0.53980523,23.110511,6.911171
SHA-3-256,24,19,yes,12425008.0,16777216.0,0.74058819,23.566743,7.113391
SHA-3-256,24,31,yes,7066051.0,16777216.0,0.42116946,22.752473,7.221527
SHA-3-256,24,8,yes,7370477.0,16777216.0,0.43931466,22.813327,7.532211
SHA-3-256,24,36,yes,7631593.0,16777216.0,0.45487839,22.863553,7.805028
SHA-3-256,24,15,yes,7875376.0,16777216.0,0.46940899,22.908917,8.054303
SHA-3-256,24,16,yes,8206299.0,16777216.0,0.48913354,22.9683,8.223914
SHA-3-256,24,20,yes,11237532.0,16777216.0,0.6698091,23.421822,8.579513
SHA-3-256,24,23,yes,20545551.0,16777216.0,1.22461027,24.292323,8.813444
SHA-3-256,24,30,yes,8669577.0,16777216.0,0.51674706,23.04753,8.87056
SHA-3-256,24,0,yes,17224549.0,16777216.0,1.02666312,24.037963,9.662647
SHA-3-256,24,12,yes,9645821.0,16777216.0,0.57493573,23.201473,9.882577
SHA-3-256,24,9,yes,11969619.0,16777216.0,0.71344489,23.512874,9.908244
SHA-3-256,24,24,yes,17049611.0,16777216.0,1.01623601,24.023235,10.06645
SHA-3-256,24,44,yes,14888998.0,16777216.0,0.88745344,23.827743,10.084692
SHA-3-256,24,13,yes,10514219.0,16777216.0,0.62669629,23.325838,10.333378
SHA-3-256,24,17,yes,14931681.0,16777216.0,0.88999754,23.831873,10.602223
SHA-3-256,24,6,yes,24736664.0,16777216.0,1.47442007,24.560148,10.605198
SHA-3-256,24,10,yes,12629449.0,16777216.0,0.75277382,23.590288,10.933368
SHA-3-256,24,11,yes,12623326.0,16777216.0,0.75240886,23.589589,11.445325
SHA-3-256,24,14,yes,27873988.0,16777216.0,1.66141915,24.732416,13.584154
SHA-3-256,24,35,yes,48053537.0,16777216.0,2.864214,25.518139,13.626141
SHA-3-256,24,2,yes,13415760.0,16777216.0,0.79964161,23.677425,13.766529
SHA-3-256,24,27,yes,80049134.0,16777216.0,4.7713002,26.254382,14.31491
SHA-3-256,24,28,yes,14685564.0,16777216.0,0.87532783,23.807895,14.351866
SHA-3-256,24,37,yes,33748037.0,16777216.0,2.01153976,25.0083,15.527387
SHA-3-256,24,39,yes,15329140.0,16777216.0,0.91368794,23.869773,15.729897
SHA-3-256,24,29,yes,48650520.0,16777216.0,2.89979696,25.535952,15.967373
SHA-3-256,24,38,yes,34463961.0,16777216.0,2.05421215,25.038585,16.480464
SHA-3-256,24,7,yes,33918453.0,16777216.0,2.02169734,25.015567,16.658982
SHA-3-256,24,40,yes,28263885.0,16777216.0,1.68465883,24.752456,16.818443
SHA-3-256,24,1,yes,30697077.0,16777216.0,1.82968837,24.871598,16.948844
SHA-3-256,24,3,yes,20628552.0,16777216.0,1.22955751,24.298139,17.155795
SHA-3-256,24,41,yes,43692758.0,16777216.0,2.60429132,25.380891,17.510665
SHA-3-256,24,42,yes,20696506.0,16777216.0,1.23360789,24.302884,17.596684
SHA-3-256,24,48,yes,33779370.0,16777216.0,2.01340735,25.009639,18.600149
SHA-3-256,24,46,yes,137463406.0,16777216.0,8.19345748,27.034472,19.498283
SHA-3-256,32,13,yes,57071720.0,4294967296.0,0.01328805,25.766273,58.692599
SHA-3-256,32,25,yes,96329391.0,4294967296.0,0.02242843,26.521473,99.074615
SHA-3-256,32,6,yes,131196096.0,4294967296.0,0.03054647,26.96715,134.843259
SHA-3-256,32,7,yes,246810472.0,4294967296.0,0.05746504,27.878828,194.129665
SHA-3-256,32,17,yes,190812430.0,4294967296.0,0.04442698,27.50758,195.984797
SHA-3-256,32,28,yes,202541557.0,4294967296.0,0.04715788,27.593643,208.019699
SHA-3-256,32,5,yes,372334726.0,4294967296.0,0.08669093,28.472025,383.373654
SHA-3-256,32,15,yes,404708934.0,4294967296.0,0.09422864,28.592309,417.013031
SHA-3-256,32,49,yes,609648094.0,4294967296.0,0.14194476,29.183401,628.336892
SHA-3-256,32,42,yes,674961538.0,4294967296.0,0.15715173,29.33023,695.931014
SHA-3-256,32,0,yes,883575608.0,4294967296.0,0.20572348,29.718778,769.775969
SHA-3-256,32,29,yes,1353482610.0,4294967296.0,0.31513223,30.334029,802.161055
SHA-3-256,32,33,yes,842700278.0,4294967296.0,0.19620645,29.650444,868.826366
SHA-3-256,32,30,yes,2056655308.0,4294967296.0,0.47885238,30.937653,1242.024616
SHA-3-256,32,11,yes,1245511147.0,4294967296.0,0.28999316,30.214091,1284.435435
SHA-3-256,32,37,yes,1353197195.0,4294967296.0,0.31506577,30.333725,1395.138692
SHA-3-256,32,38,yes,1402742683.0,4294967296.0,0.32660148,30.385603,1420.604295
SHA-3-256,32,45,yes,1496913065.0,4294967296.0,0.34852723,30.479343,1542.285135
SHA-3-256,32,43,yes,2449429431.0,4294967296.0,0.57030223,31.189799,1609.054253
SHA-3-256,32,26,yes,3457734934.0,4294967296.0,0.80506665,31.68718,1828.524391
SHA-3-256,32,31,yes,4666052143.0,4294967296.0,1.08639992,32.119555,2128.677586
SHA-3-256,32,12,yes,3571615508.0,4294967296.0,0.83158154,31.73393,2476.095291
SHA-3-256,32,35,yes,2456873939.0,4294967296.0,0.57203554,31.194177,2525.736026
SHA-3-256,32,44,yes,4329141522.0,4294967296.0,1.00795681,32.011434,2553.991305
SHA-3-256,32,32,yes,4416092451.0,4294967296.0,1.02820165,32.040123,2610.119536
SHA-3-256,32,18,yes,5111508537.0,4294967296.0,1.19011582,32.251102,2725.286481
SHA-3-256,32,47,yes,2663513181.0,4294967296.0,0.62014749,31.310683,2738.047606
SHA-3-256,32,34,yes,5626599375.0,4294967296.0,1.31004475,32.389616,2814.647212
SHA-3-256,32,23,yes,2797252001.0,4294967296.0,0.65128598,31.381363,2876.066983
SHA-3-256,32,48,yes,3005230236.0,4294967296.0,0.69970969,31.484828,2914.38822
SHA-3-256,32,22,yes,3109682755.0,4294967296.0,0.72402944,31.53412,3195.898497
SHA-3-256,32,3,yes,3136628971.0,4294967296.0,0.73030334,31.546568,3223.492492
SHA-3-256,32,46,yes,6810754389.0,4294967296.0,1.58575233,32.665167,3239.442565
SHA-3-256,32,39,yes,6852892751.0,4294967296.0,1.59556343,32.674066,3291.203552
SHA-3-256,32,1,yes,9905773206.0,4294967296.0,2.30636755,33.205622,3373.535785
SHA-3-256,32,2,yes,4887910665.0,4294967296.0,1.13805539,32.186571,3523.060091
SHA-3-256,32,16,yes,6513359699.0,4294967296.0,1.51650973,32.600755,3554.02992
SHA-3-256,32,40,yes,4391907790.0,4294967296.0,1.02257072,32.032201,3596.030989
SHA-3-256,32,36,yes,11649739064.0,4294967296.0,2.71241624,33.439579,3796.557083
SHA-3-256,32,19,yes,7163659936.0,4294967296.0,1.66791955,32.73805,3980.854634
SHA-3-256,32,20,yes,4700014421.0,4294967296.0,1.09430738,32.130018,4121.693036
SHA-3-256,32,41,yes,9269561346.0,4294967296.0,2.15823793,33.109854,4147.121894
SHA-3-256,32,4,yes,15406349266.0,4294967296.0,3.58707022,33.842806,4289.366703
SHA-3-256,32,8,yes,18342176237.0,4294967296.0,4.2706207,34.094446,4367.761626
SHA-3-256,32,9,yes,4333525091.0,4294967296.0,1.00897744,32.012894,4370.277176
SHA-3-256,32,10,yes,5990537283.0,4294967296.0,1.39478065,32.480038,4423.795459
SHA-3-256,32,14,yes,12534897703.0,4294967296.0,2.9185083,33.545231,4428.487929
SHA-3-256,32,21,yes,8339938368.0,4294967296.0,1.94179322,32.95739,4480.62856
SHA-3-256,32,24,yes,8049355037.0,4294967296.0,1.87413651,32.906226,4499.570487
SHA-3-256,32,27,yes,30207680584.0,4294967296.0,7.03327371,34.814196,4922.538384
SHA-3-256,36,29,yes,1353484417.0,68719476736.0,0.01969579,30.334031,832.85042
SHA-3-256,36,21,yes,8339821543.0,68719476736.0,0.12136038,32.957369,5124.157033
SHA-3-256,36,0,yes,19474819880.0,68719476736.0,0.28339593,34.180891,6398.975332
SHA-3-256,36,25,yes,11375758851.0,68719476736.0,0.16553908,33.405244,6989.371403
SHA-3-256,36,9,yes,12723135856.0,68719476736.0,0.18514599,33.566735,7817.09603
SHA-3-256,36,6,yes,14328646150.0,68719476736.0,0.20850924,33.738183,8801.69505
SHA-3-256,36,8,yes,32754501067.0,68719476736.0,0.47664072,34.930974,20118.451971
SHA-3-256,36,26,yes,55159410694.0,68719476736.0,0.80267507,35.682888,20433.682905
SHA-3-256,36,20,yes,33829363507.0,68719476736.0,0.49228203,34.977557,20778.468393
SHA-3-256,36,12,yes,36193427704.0,68719476736.0,0.52668369,35.075009,22230.430207
SHA-3-256,36,27,yes,44331966167.0,68719476736.0,0.64511501,35.367628,22699.617776
SHA-3-256,36,7,yes,75181498516.0,68719476736.0,1.09403479,36.129659,27502.812201
SHA-3-256,36,10,yes,91800124090.0,68719476736.0,1.33586762,36.417777,27872.853369
SHA-3-256,36,13,yes,55392791335.0,68719476736.0,0.8060712,35.688979,28141.571495
SHA-3-256,36,14,yes,50740470153.0,68719476736.0,0.73837102,35.562418,29158.986603
SHA-3-256,36,15,yes,53541016473.0,68719476736.0,0.77912433,35.639925,30102.545036
SHA-3-256,36,16,yes,53093197111.0,68719476736.0,0.7726077,35.627808,30609.577696
SHA-3-256,36,17,yes,61021701081.0,68719476736.0,0.88798262,35.828603,31760.591686
SHA-3-256,36,3,yes,57096810677.0,68719476736.0,0.83086795,35.732691,35101.542737
SHA-3-256,36,11,yes,150227255865.0,68719476736.0,2.18609429,37.128356,38625.98229
SHA-3-256,36,22,yes,147422767797.0,68719476736.0,2.14528362,37.101168,38847.622492
SHA-3-256,36,1,yes,179593215999.0,68719476736.0,2.61342525,37.385942,41062.144109
SHA-3-256,36,18,yes,182936639797.0,68719476736.0,2.66207847,37.412553,41130.816922
SHA-3-256,36,19,yes,71973228764.0,68719476736.0,1.04734832,36.066741,41354.413152
SHA-3-256,36,24,yes,71154187775.0,68719476736.0,1.03542971,36.05023,43739.333082
SHA-3-256,36,23,yes,173688403044.0,68719476736.0,2.52749892,37.33771,44572.71635
SHA-3-256,36,28,yes,244369953402.0,68719476736.0,3.55605085,37.830276,46247.84092
SHA-3-256,36,2,yes,131127753775.0,68719476736.0,1.90815996,36.932182,46927.300266
SHA-3-256,36,4,yes,442933740954.0,68719476736.0,6.44553425,38.6883,54155.21641
SHA-3-256,36,5,yes,142658112583.0,68719476736.0,2.07594876,37.053771,55247.170996
