algorithm,test,p_value,uniformity_fail,pass_count,n_seq,proportion,proportion_fail,any_fail
SHA-3-256,NonOverlappingTemplate,0.23681,False,987,1000,0.987,False,False
SHA-3-256,NonOverlappingTemplate,0.950247,False,991,1000,0.991,False,False
SHA-3-256,NonOverlappingTemplate,0.266235,False,993,1000,0.993,False,False
SHA-3-256,NonOverlappingTemplate,0.185555,False,991,1000,0.991,False,False
SHA-3-256,NonOverlappingTemplate,0.258307,False,990,1000,0.99,False,False
SHA-3-256,NonOverlappingTemplate,0.459717,False,987,1000,0.987,False,False
SHA-3-256,NonOverlappingTemplate,0.127393,False,984,1000,0.984,False,False
SHA-3-256,NonOverlappingTemplate,0.873987,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.809249,False,985,1000,0.985,False,False
SHA-3-256,NonOverlappingTemplate,0.094854,False,987,1000,0.987,False,False
SHA-3-256,NonOverlappingTemplate,0.873987,False,989,1000,0.989,False,False
SHA-3-256,NonOverlappingTemplate,0.358641,False,987,1000,0.987,False,False
SHA-3-256,NonOverlappingTemplate,0.050954,False,991,1000,0.991,False,False
SHA-3-256,NonOverlappingTemplate,0.67247,False,989,1000,0.989,False,False
SHA-3-256,NonOverlappingTemplate,0.24549,False,989,1000,0.989,False,False
SHA-3-256,NonOverlappingTemplate,0.796268,False,986,1000,0.986,False,False
SHA-3-256,NonOverlappingTemplate,0.502247,False,990,1000,0.99,False,False
SHA-3-256,NonOverlappingTemplate,0.38899,False,993,1000,0.993,False,False
SHA-3-256,NonOverlappingTemplate,0.751866,False,995,1000,0.995,False,False
SHA-3-256,NonOverlappingTemplate,0.206629,False,995,1000,0.995,False,False
SHA-3-256,NonOverlappingTemplate,0.805569,False,985,1000,0.985,False,False
SHA-3-256,NonOverlappingTemplate,0.04422,False,985,1000,0.985,False,False
SHA-3-256,NonOverlappingTemplate,0.839507,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.153763,False,990,1000,0.99,False,False
SHA-3-256,NonOverlappingTemplate,0.832561,False,990,1000,0.99,False,False
SHA-3-256,NonOverlappingTemplate,0.755819,False,984,1000,0.984,False,False
SHA-3-256,NonOverlappingTemplate,0.784927,False,991,1000,0.991,False,False
SHA-3-256,NonOverlappingTemplate,0.16534,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.211064,False,991,1000,0.991,False,False
SHA-3-256,NonOverlappingTemplate,0.267573,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.841226,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.404728,False,993,1000,0.993,False,False
SHA-3-256,NonOverlappingTemplate,0.106877,False,988,1000,0.988,False,False
SHA-3-256,NonOverlappingTemplate,0.988677,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.350485,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.769527,False,987,1000,0.987,False,False
SHA-3-256,NonOverlappingTemplate,0.691081,False,993,1000,0.993,False,False
SHA-3-256,NonOverlappingTemplate,0.266235,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.375313,False,990,1000,0.99,False,False
SHA-3-256,NonOverlappingTemplate,0.023071,False,985,1000,0.985,False,False
SHA-3-256,NonOverlappingTemplate,0.004562,False,983,1000,0.983,False,False
SHA-3-256,NonOverlappingTemplate,0.846338,False,986,1000,0.986,False,False
SHA-3-256,NonOverlappingTemplate,0.442831,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.051281,False,989,1000,0.989,False,False
SHA-3-256,NonOverlappingTemplate,0.419021,False,988,1000,0.988,False,False
SHA-3-256,NonOverlappingTemplate,0.686955,False,989,1000,0.989,False,False
SHA-3-256,NonOverlappingTemplate,0.370262,False,992,1000,0.992,False,False
SHA-3-256,NonOverlappingTemplate,0.209948,False,988,1000,0.988,False,False
SHA-3-256,OverlappingTemplate,0.181557,False,995,1000,0.995,False,False
SHA-3-256,Universal,0.884671,False,988,1000,0.988,False,False
SHA-3-256,ApproximateEntropy,0.022149,False,990,1000,0.99,False,False
SHA-3-256,RandomExcursions,0.527658,False,614,624,0.9839743589743589,False,False
SHA-3-256,RandomExcursions,0.861473,False,621,624,0.9951923076923077,False,False
SHA-3-256,RandomExcursions,0.787198,False,619,624,0.9919871794871795,False,False
SHA-3-256,RandomExcursions,0.620331,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursions,0.434302,False,615,624,0.9855769230769231,False,False
SHA-3-256,RandomExcursions,0.953179,False,621,624,0.9951923076923077,False,False
SHA-3-256,RandomExcursions,0.630402,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursions,0.479961,False,620,624,0.9935897435897436,False,False
SHA-3-256,RandomExcursionsVariant,0.3637,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursionsVariant,0.017133,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursionsVariant,0.570262,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursionsVariant,0.660616,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursionsVariant,0.888928,False,621,624,0.9951923076923077,False,False
SHA-3-256,RandomExcursionsVariant,0.931334,False,621,624,0.9951923076923077,False,False
SHA-3-256,RandomExcursionsVariant,0.796328,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursionsVariant,0.927562,False,619,624,0.9919871794871795,False,False
SHA-3-256,RandomExcursionsVariant,0.663967,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursionsVariant,0.566953,False,620,624,0.9935897435897436,False,False
SHA-3-256,RandomExcursionsVariant,0.972579,False,616,624,0.9871794871794872,False,False
SHA-3-256,RandomExcursionsVariant,0.305552,False,617,624,0.9887820512820513,False,False
SHA-3-256,RandomExcursionsVariant,0.700637,False,618,624,0.9903846153846154,False,False
SHA-3-256,RandomExcursionsVariant,0.405185,False,616,624,0.9871794871794872,False,False
SHA-3-256,RandomExcursionsVariant,0.613623,False,618,624,0.9903846153846154,False,False
SHA-3-256,RandomExcursionsVariant,0.42839,False,618,624,0.9903846153846154,False,False
SHA-3-256,RandomExcursionsVariant,0.501993,False,621,624,0.9951923076923077,False,False
SHA-3-256,RandomExcursionsVariant,0.517977,False,621,624,0.9951923076923077,False,False
SHA-3-256,Serial,0.593478,False,994,1000,0.994,False,False
SHA-3-256,Serial,0.040108,False,997,1000,0.997,False,False
SHA-3-256,LinearComplexity,0.532132,False,989,1000,0.989,False,False
