algorithm,trunc_bits,repetition,seed_attempt,seed_state_hex,message_salt_hex,projection,message_format,found,rho_meet_steps,mu,lambda,collision_index,hash_evaluations,expected_collision_steps,log2_collision_index,ratio_to_expected,seconds,input_a_hex,input_b_hex,collision_trunc_hex,failure_reason
VSH-256,40,6,0,0x9856d68c28,0xb107a444c8636f84,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1622409,1348208,540803,1889011,11341665,1314195.1248,20.849200,1.43739005,15.105572,846f63c844a407b1e2a391e496000000,846f63c844a407b11c88abadfe000000,0xd7303f982b,
VSH-256,40,22,0,0x9ff148005a,0x236a1fed75b9c2e8,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1503998,981792,1503998,2485790,11447158,1314195.1248,21.245273,1.89149233,16.646183,e8c2b975ed1f6a2352cc7ed8ea000000,e8c2b975ed1f6a23c0ce395fdc000000,0x03f240de39,
VSH-256,40,19,0,0x3e51d1ca74,0xa6196a6a192f0e9d,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2275500,313951,2275500,2589451,12633304,1314195.1248,21.304215,1.97037027,16.721082,9d0e2f196a6a19a6b5a45c6b8b000000,9d0e2f196a6a19a6d511284851000000,0x93f5cb72c2,
VSH-256,40,7,0,0xf9a6a86d09,0x5b8af169018a8ecc,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2192154,768159,2192154,2960313,14033406,1314195.1248,21.497318,2.25256733,18.431715,cc8e8a0169f18a5b115a8b2ed7000000,cc8e8a0169f18a5b98e06c995c000000,0xefbde37fa7,
VSH-256,40,14,0,0xadf302ee7f,0xf992e566e9942de1,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2275270,1310023,1137635,2447658,14341172,1314195.1248,21.222971,1.86247685,20.899164,e12d94e966e592f9a001a24d2c000000,e12d94e966e592f9f4277b8363000000,0x1d9eae7d31,
VSH-256,40,15,0,0x364cff0941,0xbe1f2c9b69446c24,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2255824,2220701,563956,2784657,16778188,1314195.1248,21.409068,2.11890681,22.253619,246c44699b2c1fbefb30310ed4000000,246c44699b2c1fbeb8496b2cc1000000,0x833ade22f5,
VSH-256,40,28,0,0xac682487e3,0xd2be3af7efeb5e42,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2527155,2520136,505431,3025567,18672871,1314195.1248,21.528774,2.30222053,28.249273,425eebeff73abed2ce0e33573d000000,425eebeff73abed2a71324dc93000000,0xcede05d8b4,
VSH-256,48,1,0,0x85347695dc87,0x8b4935b39a39029c,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,7390162,1911975,7390162,9302137,44598710,21027121.9976,23.149131,0.44238755,62.456962,9c02399ab335498b757a9f22dd940000,9c02399ab335498b239750f6f0680000,0x0c3de5407ccd,
VSH-256,48,9,0,0x2396dfe199c1,0x9bdae7e50ab918aa,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6421451,4697956,6421451,11119407,50899079,21027121.9976,23.406577,0.52881260,72.731031,aa18b90ae5e7da9bbafbaedcb48e0000,aa18b90ae5e7da9b89804c5b79050000,0xe192c2e6c264,
VSH-256,48,8,0,0x22ad078fc987,0x6b66d39aeb6cb8ba,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6211452,4474244,6211452,10685696,48954236,21027121.9976,23.349178,0.50818633,74.965922,bab86ceb9ad3666bb6c774c545ed0000,bab86ceb9ad3666bfc2309f2ae2a0000,0xdf4313da46bb,
VSH-256,48,2,0,0x356af2a9495a,0xae67022d3c28f898,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,10451828,8465099,5225914,13691013,75667708,21027121.9976,23.706726,0.65111207,107.302004,98f8283c2d0267aed6cd70ea91680000,98f8283c2d0267aedb5276a945d90000,0xcea04ff26739,
VSH-256,48,7,0,0xcf51d16d5b1a,0x55e37200f1ae4480,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,14840304,14259160,927519,15186679,103412590,21027121.9976,23.856303,0.72224240,141.179570,8044aef10072e355c15f32d8885a0000,8044aef10072e35504e4bf6a40640000,0x5192e1da66da,
VSH-256,48,3,0,0x285a804586b9,0x471331319cb7d6e2,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,18556548,2084624,18556548,20641172,101121236,21027121.9976,24.299022,0.98164513,152.061346,e2d6b79c31311347f6a672f540480000,e2d6b79c31311347d693cecbdc240000,0xec14b41d6d60,
VSH-256,48,6,0,0x3f45b01ffb1f,0x96e0d65314e7da16,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,15722104,14245560,1965263,16210823,108079078,21027121.9976,23.950454,0.77094825,161.894386,16dae71453d6e09602cce61b4e170000,16dae71453d6e0965c8003a3dbb00000,0xf352b4ffd312,
VSH-256,48,4,0,0x5f85f995ccd8,0xdf775737cc4a617e,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,20859111,17851615,6953037,24804652,147889867,21027121.9976,24.564107,1.17965036,216.442959,7e614acc375777dfdba1efcc75d20000,7e614acc375777df96f13f9243030000,0x851a1993bbea,
VSH-256,48,0,0,0xfc7a86333cb6,0xb8a2b00929c2570f,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,40891726,2905485,40891726,43797211,216080570,21027121.9976,25.384336,2.08289137,302.013570,0f57c22909b0a2b86c49ac38a3050000,0f57c22909b0a2b84897fa6632250000,0x223e72534bea,
VSH-256,48,5,0,0x93062f281bd6,0xd927fc04cd64d414,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,44617187,6294,44617187,44623481,223111111,21027121.9976,25.411300,2.12218681,313.088503,14d464cd04fc27d9f90632e5a8bd0000,14d464cd04fc27d9a6589278e4670000,0xfb3d9de681da,
VSH-256,56,1,0,0x700ed990625f38,0x14966d94446264d5,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,49866378,36942939,24933189,61876128,347237268,336433951.9615,25.882880,0.18391761,504.393684,d5646244946d96142f401a1c81ec9e00,d5646244946d9614bce0c0b7e8f04d00,0x2c25026fb743b9,
VSH-256,56,2,0,0x80996707178382,0x77ea703e0121e7c0,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,91361492,20863577,91361492,112225069,540261768,336433951.9615,26.741820,0.33357236,802.886601,c0e721013e70ea770455c9c7bef40c00,c0e721013e70ea775e1f8ead4e842c00,0x7267395699a6ac,
VSH-256,56,3,0,0x605e021c7675bc,0x89a5b84c51da3c15,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,349574330,196248387,174787165,371035552,2183290868,336433951.9615,28.466982,1.10284812,3194.834161,153cda514cb8a58963ceb7fbd4ee7a00,153cda514cb8a589a5626a34c3f79000,0x864268958672ca,
VSH-256,56,0,0,0x3e22ee7a16b6e6,0xa4ac0aa2ce283de4,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,429477732,327655046,107369433,435024479,2813792246,336433951.9615,28.696521,1.29304571,4099.575532,e43d28cea20aaca41ef715f0fc33f800,e43d28cea20aaca4b46076f687c23800,0x0f4e2ce0a4eeed,
VSH-256,56,4,0,0x33bfbb1b9ca7db,0x1bdfdaeb9b2be324,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,424383288,329189822,106095822,435285644,2802100796,336433951.9615,28.697387,1.29382199,4503.790566,24e32b9bebdadf1bc51b4f9128a5dc00,24e32b9bebdadf1bb5815be97ed22900,0x8b7ee260c2e1bf,
