algorithm,trunc_bits,repetition,seed_attempt,seed_state_hex,message_salt_hex,projection,message_format,found,rho_meet_steps,mu,lambda,collision_index,hash_evaluations,expected_collision_steps,log2_collision_index,ratio_to_expected,seconds,input_a_hex,input_b_hex,collision_trunc_hex
SpVSH-320,16,34,0,0xac39,0x40565ca8c6d7a7a6,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,20,9,20,29,136,320.848419,4.857981,0.09038536,0.000821,a6a7d7c6a85c56400f5c000000000000,a6a7d7c6a85c56409c30000000000000,0xae4a
SpVSH-320,16,48,0,0x50dd,0x668591c9092d6408,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,16,1,16,17,84,320.848419,4.087463,0.05298452,0.000572,08642d09c9918566dd50000000000000,08642d09c9918566a85f000000000000,0x3ea6
SpVSH-320,16,16,0,0x9cd2,0xe59cf5c6c6ad5299,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,84,11,84,95,464,320.848419,6.569856,0.29608997,0.001602,9952adc6c6f59ce5bed7000000000000,9952adc6c6f59ce5bafd000000000000,0xb713
SpVSH-320,16,7,0,0x5ae6,0x8025e0295f179796,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,104,54,52,106,632,320.848419,6.727920,0.33037408,0.002053,9697175f29e0258083dc000000000000,9697175f29e02580051d000000000000,0x7fe3
SpVSH-320,16,40,0,0x4e69,0x29005a11c54bbbaf,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,26,22,26,48,218,320.848419,5.584963,0.14960336,0.001051,afbb4bc5115a00291784000000000000,afbb4bc5115a0029bdec000000000000,0xaa5d
SpVSH-320,16,0,0,0xb35c,0x08830a87b9fb3c0a,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,107,60,107,167,775,320.848419,7.383704,0.52049501,0.002513,0a3cfbb9870a830863e4000000000000,0a3cfbb9870a83083927000000000000,0x42c4
SpVSH-320,16,6,0,0x0844,0x2e974bf09527ec2d,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,212,126,106,232,1352,320.848419,7.857981,0.72308288,0.002382,2dec2795f04b972efdf3000000000000,2dec2795f04b972e62bc000000000000,0xe166
SpVSH-320,16,11,0,0x6515,0x91de4514825b23b4,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,66,64,22,86,498,320.848419,6.426265,0.26803934,0.002376,b4235b821445de91ffb4000000000000,b4235b821445de91096c000000000000,0x3a51
SpVSH-320,16,31,0,0x3d04,0xafde2d833a28d09e,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,191,84,191,275,1291,320.848419,8.103288,0.85710256,0.001852,9ed0283a832ddeafeb05000000000000,9ed0283a832ddeaf7003000000000000,0xd559
SpVSH-320,16,8,0,0x5076,0xf56794258efa6c60,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,74,45,74,119,550,320.848419,6.894818,0.37089165,0.002688,606cfa8e259467f59020000000000000,606cfa8e259467f59133000000000000,0x2489
SpVSH-320,16,13,0,0x84a7,0x15274173d70811c3,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,111,60,111,171,795,320.848419,7.417853,0.53296195,0.003009,c31108d7734127155243000000000000,c31108d7734127155305000000000000,0x8cd0
SpVSH-320,16,28,0,0xad36,0x5cefc3b4e5afb679,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,128,24,128,152,736,320.848419,7.247928,0.47374396,0.002598,79b6afe5b4c3ef5c5ea1000000000000,79b6afe5b4c3ef5c8d29000000000000,0x4d30
SpVSH-320,16,29,0,0xcc0d,0x038a21e80c6a1537,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,108,86,54,140,776,320.848419,7.129283,0.43634312,0.002655,37156a0ce8218a03e5d6000000000000,37156a0ce8218a03d199000000000000,0xe492
SpVSH-320,16,2,0,0x87a7,0xc42dfd883bce85a1,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,211,40,211,251,1215,320.848419,7.971544,0.78230088,0.003658,a185ce3b88fd2dc4a7c5000000000000,a185ce3b88fd2dc43861000000000000,0x6218
SpVSH-320,16,12,0,0xfeb4,0xc3e7a39a5c11f003,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,88,85,11,96,626,320.848419,6.584963,0.29920671,0.003316,03f0115c9aa3e7c36bf7000000000000,03f0115c9aa3e7c33401000000000000,0xe06a
SpVSH-320,16,1,0,0x1f06,0x5f0ccaf45efde61a,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,175,156,25,181,1199,320.848419,7.499846,0.56412932,0.003880,1ae6fd5ef4ca0c5f1765000000000000,1ae6fd5ef4ca0c5f4617000000000000,0x9954
SpVSH-320,16,3,0,0xff0d,0xaa691ff37fbd7e55,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,256,224,64,288,1792,320.848419,8.169925,0.89762013,0.004527,557ebd7ff31f69aa6073000000000000,557ebd7ff31f69aac921000000000000,0x163f
SpVSH-320,16,5,0,0x5487,0x4379acb0cf3aa123,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,442,9,442,451,2246,320.848419,8.816984,1.40564819,0.004650,23a13acfb0ac79435bc6000000000000,23a13acfb0ac7943b49e000000000000,0x9be8
SpVSH-320,16,35,0,0x7040,0x7285430a999f72b6,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,215,61,215,276,1319,320.848419,8.108524,0.86021929,0.003719,b6729f990a4385720c54000000000000,b6729f990a4385728cc6000000000000,0x57b1
SpVSH-320,16,26,0,0x530d,0x69eace2cccadc6cb,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,198,154,66,220,1342,320.848419,7.781360,0.68568204,0.004252,cbc6adcc2cceea69b70a000000000000,cbc6adcc2cceea69bf40000000000000,0x9d84
SpVSH-320,16,45,0,0x0e4c,0x5b124cfdbfce8f8f,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,328,18,328,346,1712,320.848419,8.434628,1.07839085,0.003730,8f8fcebffd4c125bc9f4000000000000,8f8fcebffd4c125bdbf8000000000000,0xd282
SpVSH-320,16,33,0,0xad50,0x9915e0e7e4df0562,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,180,8,180,188,932,320.848419,7.554589,0.58594647,0.004300,6205dfe4e7e01599a7b5000000000000,6205dfe4e7e015994dff000000000000,0x8ccc
SpVSH-320,16,14,0,0x1704,0xf0b11cb2c42f88b0,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,168,68,168,236,1112,320.848419,7.882643,0.73554983,0.004953,b0882fc4b21cb1f0fb64000000000000,b0882fc4b21cb1f0d670000000000000,0x2981
SpVSH-320,16,27,0,0xad5d,0x419a5214b7109991,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,275,14,275,289,1431,320.848419,8.174926,0.90073687,0.004778,919910b714529a41e8b7000000000000,919910b714529a41c57f000000000000,0x9738
SpVSH-320,16,10,0,0x48bf,0x818169553821b355,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,253,65,253,318,1525,320.848419,8.312883,0.99112223,0.005444,55b321385569818175f5000000000000,55b32138556981819462000000000000,0x9378
SpVSH-320,16,17,0,0x92a7,0x53f250e64b94764c,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,148,124,148,272,1236,320.848419,8.087463,0.84775235,0.005267,4c76944be650f253e7f8000000000000,4c76944be650f253490b000000000000,0x3247
SpVSH-320,16,39,0,0xc3c5,0xc6e8f7dcf2712950,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,188,66,188,254,1204,320.848419,7.988685,0.79165109,0.004635,502971f2dcf7e8c67549000000000000,502971f2dcf7e8c60514000000000000,0x6895
SpVSH-320,16,25,0,0xb543,0xd0bb9b2dee764473,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,276,72,276,348,1668,320.848419,8.442943,1.08462432,0.005236,734476ee2d9bbbd0b08b000000000000,734476ee2d9bbbd0bc55000000000000,0x74a0
SpVSH-320,16,9,0,0x2d38,0x3e1ec646a09f9df5,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,355,101,355,456,2179,320.848419,8.832890,1.42123187,0.005838,f59d9fa046c61e3e0688000000000000,f59d9fa046c61e3e509c000000000000,0xb9fb
SpVSH-320,16,43,0,0x4702,0xbfe29b8a4b18834c,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,214,30,214,244,1190,320.848419,7.930737,0.76048372,0.004691,4c83184b8a9be2bf242f000000000000,4c83184b8a9be2bf0eda000000000000,0x79d5
SpVSH-320,16,22,0,0xcfae,0xe91aafe6d99e8d7b,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,450,24,450,474,2346,320.848419,8.888743,1.47733313,0.005503,7b8d9ed9e6af1ae98cc0000000000000,7b8d9ed9e6af1ae99118000000000000,0x37f1
SpVSH-320,16,32,0,0x714f,0x854c16140d4388fb,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,163,32,163,195,943,320.848419,7.607330,0.60776363,0.005215,fb88430d14164c855985000000000000,fb88430d14164c85abd8000000000000,0x105a
SpVSH-320,16,44,0,0x5a61,0x837552da13c62f35,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,308,194,154,348,2008,320.848419,8.442943,1.08462432,0.004838,352fc613da52758338c1000000000000,352fc613da5275831dae000000000000,0xaa30
SpVSH-320,16,21,0,0x7594,0x4f302dfe267335eb,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,247,37,247,284,1383,320.848419,8.149747,0.88515318,0.005909,eb357326fe2d304f215f000000000000,eb357326fe2d304fc752000000000000,0xd63c
SpVSH-320,16,37,0,0x219e,0x62fb1154eb307154,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,211,85,211,296,1395,320.848419,8.209453,0.92255402,0.005577,547130eb5411fb62cf46000000000000,547130eb5411fb62b059000000000000,0x7737
SpVSH-320,16,47,0,0x6d0c,0xda32249af54e71b1,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,199,63,199,262,1247,320.848419,8.033423,0.81658498,0.005486,b1714ef59a2432daac19000000000000,b1714ef59a2432daee78000000000000,0x6784
SpVSH-320,16,46,0,0xe007,0x6055b67b0bf8c1ec,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,162,109,54,163,1030,320.848419,7.348728,0.50802806,0.005601,ecc1f80b7bb65560d53f000000000000,ecc1f80b7bb65560aa39000000000000,0x2732
SpVSH-320,16,15,0,0x604c,0x72c33819823e3ee1,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,256,254,64,318,1912,320.848419,8.312883,0.99112223,0.006831,e13e3e821938c372627d000000000000,e13e3e821938c3729e4e000000000000,0xd5a4
SpVSH-320,16,23,0,0xd6ee,0xa5fa6362630995ff,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,284,147,284,431,2008,320.848419,8.751544,1.34331346,0.007019,ff9509636263faa5b145000000000000,ff9509636263faa5b672000000000000,0xdc1a
SpVSH-320,16,30,0,0x9372,0x743779b5babc814e,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,243,148,243,391,1807,320.848419,8.611025,1.21864400,0.006922,4e81bcbab5793774af7d000000000000,4e81bcbab5793774afd3000000000000,0xde33
SpVSH-320,16,18,0,0x7675,0xad2a155594d12e91,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,400,398,16,414,2824,320.848419,8.693487,1.29032894,0.007877,912ed19455152aadf888000000000000,912ed19455152aadf26a000000000000,0xe771
SpVSH-320,16,42,0,0x4643,0x16613305fd7f7d75,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,294,172,294,466,2158,320.848419,8.864186,1.45239924,0.007077,757d7ffd05336116c95f000000000000,757d7ffd05336116b46e000000000000,0x7884
SpVSH-320,16,38,0,0xbd1d,0x0d3506abbde879cf,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,435,433,3,436,3043,320.848419,8.768184,1.35889714,0.007784,cf79e8bdab06350db0e2000000000000,cf79e8bdab06350d31f7000000000000,0xbf17
SpVSH-320,16,49,0,0x0d39,0x97b265e68b2d19bf,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,246,160,246,406,1870,320.848419,8.665336,1.26539505,0.007513,bf192d8be665b2971562000000000000,bf192d8be665b297cb93000000000000,0x0877
SpVSH-320,16,24,0,0xe226,0x14351a1114e0decf,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,420,368,84,452,2900,320.848419,8.820179,1.40876493,0.008466,cfdee014111a35141df3000000000000,cfdee014111a351477c8000000000000,0x78a3
SpVSH-320,16,4,0,0x9f3b,0x16a32345101327a7,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,361,140,361,501,2365,320.848419,8.968667,1.56148502,0.009203,a72713104523a316f290000000000000,a72713104523a316053a000000000000,0x1623
SpVSH-320,16,41,0,0xd621,0x6571f2cae6415418,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,356,216,178,394,2288,320.848419,8.622052,1.22799421,0.008339,185441e6caf271659fb6000000000000,185441e6caf27165cd4c000000000000,0xec25
SpVSH-320,16,20,0,0xf7cb,0x6a4c6d456673f8d1,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,389,219,389,608,2821,320.848419,9.247928,1.89497583,0.009369,d1f87366456d4c6ab4f2000000000000,d1f87366456d4c6ada03000000000000,0x9664
SpVSH-320,16,19,0,0xc5c1,0x65316020da3296a8,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,436,387,218,605,3292,320.848419,9.240791,1.88562562,0.010433,a89632da20603165a37a000000000000,a89632da2060316536a4000000000000,0x9f71
SpVSH-320,16,36,0,0x0392,0x8cda3bfb01dba9a8,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,582,109,582,691,3346,320.848419,9.432542,2.15366497,0.010002,a8a9db01fb3bda8c540c000000000000,a8a9db01fb3bda8cbbd0000000000000,0x698a
SpVSH-320,24,11,0,0xce5a49,0x27eba0b7f58cf3af,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,504,442,126,568,3532,5133.574706,9.149747,0.11064415,0.005239,aff38cf5b7a0eb2797bdc40000000000,aff38cf5b7a0eb27f4d1dd0000000000,0x6c8590
SpVSH-320,24,10,0,0x11d32f,0x52145a6cfc3844d8,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,972,603,486,1089,6300,5133.574706,10.088788,0.21213288,0.009827,d84438fc6c5a1452a1edf10000000000,d84438fc6c5a14523e3c450000000000,0x6790f4
SpVSH-320,24,5,0,0x7471c5,0xaee1f0cb64bb184b,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1182,837,591,1428,8076,5133.574706,10.479780,0.27816874,0.019052,4b18bb64cbf0e1ae28289d0000000000,4b18bb64cbf0e1aefa58790000000000,0x16921f
SpVSH-320,24,34,0,0xecd973,0x944c18603dcdab91,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1090,832,545,1377,7688,5133.574706,10.427313,0.26823414,0.019474,91abcd3d60184c94630a5b0000000000,91abcd3d60184c94b265020000000000,0x5e82ba
SpVSH-320,24,45,0,0xd782f5,0xc31ee465800cbb5f,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1243,652,1243,1895,8823,5133.574706,10.887982,0.36913849,0.019110,5fbb0c8065e41ec35d9b1a0000000000,5fbb0c8065e41ec3d4aa8c0000000000,0x0a81d2
SpVSH-320,24,44,0,0x077a47,0x1cefef44fc2be008,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1664,12,1664,1676,8368,5133.574706,10.710806,0.32647816,0.019341,08e02bfc44efef1cb9d17a0000000000,08e02bfc44efef1c96ba7a0000000000,0x99d74e
SpVSH-320,24,22,0,0x052a60,0xd5b0e96031756202,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1583,159,1583,1742,8551,5133.574706,10.766529,0.33933469,0.021674,0262753160e9b0d5249f2c0000000000,0262753160e9b0d5010d5a0000000000,0x0cf53f
SpVSH-320,24,38,0,0xd1a8ce,0x0836269342a134a3,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1281,1186,427,1613,9441,5133.574706,10.655531,0.31420601,0.021559,a334a14293263608db6ff50000000000,a334a142932636089c6ab10000000000,0x6aa5a4
SpVSH-320,24,14,0,0x89adcb,0x7e7d85fd1c043f09,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1548,1541,12,1553,10832,5133.574706,10.600842,0.30251824,0.024006,093f041cfd857d7e7c25970000000000,093f041cfd857d7e6fbc430000000000,0xceacee
SpVSH-320,24,19,0,0x6a3191,0x6dbfabc2f468a0e0,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,3125,248,3125,3373,16617,5133.574706,11.719817,0.65704703,0.024454,e0a068f4c2abbf6d8027be0000000000,e0a068f4c2abbf6d2531a60000000000,0x9a1364
SpVSH-320,24,2,0,0xb2eaa0,0x5e4e118a81a3fa43,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2849,2847,259,3106,20453,5133.574706,11.600842,0.60503649,0.025960,43faa3818a114e5e95c82b0000000000,43faa3818a114e5ea938220000000000,0x4f2e18
SpVSH-320,24,15,0,0xf7540c,0xff2621c1e4a842cf,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2834,1532,2834,4366,20298,5133.574706,12.092096,0.85047949,0.025551,cf42a8e4c12126ff407d520000000000,cf42a8e4c12126fff1e6f80000000000,0x5987e6
SpVSH-320,24,13,0,0xffae13,0x67ff6996fb9f1e7c,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2316,1889,2316,4205,19136,5133.574706,12.037890,0.81911733,0.027846,7c1e9ffb9669ff672166290000000000,7c1e9ffb9669ff67325bb10000000000,0xe608c1
SpVSH-320,24,4,0,0x0360cf,0x6b53f3880b354ba8,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1893,820,1893,2713,12745,5133.574706,11.405673,0.52848164,0.028544,a84b350b88f3536b785a780000000000,a84b350b88f3536b684c580000000000,0xd9efa4
SpVSH-320,24,0,0,0x556751,0xbc61a5a56e089416,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2716,626,2716,3342,16084,5133.574706,11.706496,0.65100835,0.030066,1694086ea5a561bcb47b280000000000,1694086ea5a561bc7c71e00000000000,0x4b98d6
SpVSH-320,24,20,0,0xb3bfcc,0xedccdc2f500171a3,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2625,2117,525,2642,17393,5133.574706,11.367415,0.51465113,0.030563,a37101502fdccced135e560000000000,a37101502fdcccedc47c810000000000,0x415db1
SpVSH-320,24,32,0,0x5f3de6,0xb022dcf6a0b00c3d,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,1616,1408,1616,3024,13712,5133.574706,11.562242,0.58906321,0.032069,3d0cb0a0f6dc22b05208810000000000,3d0cb0a0f6dc22b0c150e70000000000,0x5c8869
SpVSH-320,24,3,0,0x1b98a9,0x34d1c7ca284b41c1,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2882,347,2882,3229,15798,5133.574706,11.656872,0.62899640,0.038169,c1414b28cac7d13435fdf30000000000,c1414b28cac7d134e1215a0000000000,0x11fea2
SpVSH-320,24,18,0,0x564490,0x114bc3f16f00fe65,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,2000,1987,1000,2987,15948,5133.574706,11.544482,0.58185576,0.039240,65fe006ff1c34b11923a350000000000,65fe006ff1c34b11a9f70f0000000000,0xf06d5e
SpVSH-320,24,25,0,0x744dfa,0x5200925b6bb2fa10,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,4234,4108,146,4254,29426,5133.574706,12.054604,0.82866233,0.039451,10fab26b5b920052e194940000000000,10fab26b5b9200520226680000000000,0x39b289
SpVSH-320,24,26,0,0x4b4a64,0xfd672befc32ccb92,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,3468,5,3468,3473,17360,5133.574706,11.761967,0.67652663,0.041257,92cb2cc3ef2b67fd6fa2370000000000,92cb2cc3ef2b67fd9f45340000000000,0xf23485
SpVSH-320,24,21,0,0xfc2e28,0x837b8e091abaf6ea,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,5200,1842,5200,7042,33368,5133.574706,12.781770,1.37175368,0.045118,eaf6ba1a098e7b8362b6920000000000,eaf6ba1a098e7b8370478a0000000000,0x5a63ce
SpVSH-320,24,36,0,0xe35b0a,0xb646e4bdadd8d70c,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,3800,3214,950,4164,26156,5133.574706,12.023754,0.81113069,0.045702,0cd7d8adbde446b605e7da0000000000,0cd7d8adbde446b6b8902b0000000000,0x7ed39b
SpVSH-320,24,49,0,0xc2460e,0xa213e3b9705cc764,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,4047,298,4047,4345,21427,5133.574706,12.085140,0.84638877,0.045614,64c75c70b9e313a2a96c690000000000,64c75c70b9e313a26a72870000000000,0x5e013d
SpVSH-320,24,12,0,0x47e6c1,0x46284e883be4f241,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,4914,3023,4914,7937,36662,5133.574706,12.954378,1.54609613,0.048284,41f2e43b884e2846e1a96a0000000000,41f2e43b884e28461587a30000000000,0xaa33fc
SpVSH-320,24,42,0,0x4c0a8b,0xf06ed49abe4b23cc,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,3086,1220,3086,4306,20310,5133.574706,12.072133,0.83879173,0.048762,cc234bbe9ad46ef06f26570000000000,cc234bbe9ad46ef0176af30000000000,0x50b851
SpVSH-320,24,48,0,0x0ab44e,0xb6b47bfefb5d28bb,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,5181,4877,471,5348,35993,5133.574706,12.384784,1.04176920,0.056885,bb285dfbfe7bb4b69911f20000000000,bb285dfbfe7bb4b6e1bcde0000000000,0x23daae
SpVSH-320,24,46,0,0x5b314a,0x55813d67fdf2519a,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,3731,3647,91,3738,25963,5133.574706,11.868051,0.72814758,0.060412,9a51f2fd673d815535789d0000000000,9a51f2fd673d81552ebafa0000000000,0x10ff38
SpVSH-320,24,33,0,0x49e977,0x889b6ba173883166,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,4716,4021,2358,6379,34948,5133.574706,12.639115,1.24260391,0.061476,66318873a16b9b88d5de230000000000,66318873a16b9b88b0be530000000000,0x0bdac6
SpVSH-320,24,9,0,0x41f54d,0xd61375f0479dcf8a,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,3792,2985,1896,4881,27108,5133.574706,12.252961,0.95079945,0.064342,8acf9d47f07513d6d51ed10000000000,8acf9d47f07513d69f56320000000000,0xd21dd9
SpVSH-320,24,28,0,0xc4d8dd,0x8b6aaea8f303fda6,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,7047,6848,783,7631,50099,5133.574706,12.897656,1.48648855,0.064065,a6fd03f3a8ae6a8b2043f20000000000,a6fd03f3a8ae6a8b69099c0000000000,0x52afa1
SpVSH-320,24,40,0,0x9fbbd5,0xc979aed05165ecde,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,5514,4936,919,5855,38124,5133.574706,12.515453,1.14053079,0.064611,deec6551d0ae79c97ea8dd0000000000,deec6551d0ae79c900bbeb0000000000,0xa01749
SpVSH-320,24,30,0,0xa6969e,0x1bd9feac01953858,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,7280,6667,1040,7707,50588,5133.574706,12.911954,1.50129304,0.067633,58389501acfed91b4771ca0000000000,58389501acfed91b14b26e0000000000,0x4b8029
SpVSH-320,24,8,0,0x1f316f,0xe6b40a22830f3fc9,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,7946,7821,137,7958,55396,5133.574706,12.958190,1.55018685,0.073013,c93f0f83220ab4e68c2efb0000000000,c93f0f83220ab4e642eae90000000000,0xc0649d
SpVSH-320,24,35,0,0x2b6877,0xcf37cfcc7b82ebe2,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6007,352,6007,6359,31443,5133.574706,12.634584,1.23870799,0.072517,e2eb827bcccf37cf3dfb280000000000,e2eb827bcccf37cfca6bcb0000000000,0x980134
SpVSH-320,24,41,0,0x6a4369,0x2a815c7e5bdc33a7,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6330,5089,2110,7199,43566,5133.574706,12.813581,1.40233666,0.073888,a733dc5b7e5c812a5d4b4c0000000000,a733dc5b7e5c812ad1315e0000000000,0x8aada1
SpVSH-320,24,47,0,0xd93ee3,0xc88cce81b75e46ca,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6308,775,6308,7083,34640,5133.574706,12.790145,1.37974032,0.075303,ca465eb781ce8cc8e32a470000000000,ca465eb781ce8cc84962e40000000000,0x08f155
SpVSH-320,24,17,0,0x47ea2c,0x5d67af4cbf7d3daa,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6769,769,6769,7538,36921,5133.574706,12.879966,1.46837251,0.076845,aa3d7dbf4caf675d21b5040000000000,aa3d7dbf4caf675d2563980000000000,0x6e9c23
SpVSH-320,24,23,0,0x7d6170,0xc1fa4cc20562dd9a,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6084,3401,3042,6443,37940,5133.574706,12.653517,1.25507086,0.077366,9add6205c24cfac18ec8380000000000,9add6205c24cfac1d5740e0000000000,0xb88103
SpVSH-320,24,39,0,0x77f8f6,0xda8b6e79f0e3f099,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,4156,3322,4156,7478,34068,5133.574706,12.868437,1.45668475,0.077742,99f0e3f0796e8bda95764c0000000000,99f0e3f0796e8bda55f62f0000000000,0xdac13f
SpVSH-320,24,7,0,0x31556e,0x4d7a282d55994c59,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,5291,5265,143,5408,37219,5133.574706,12.400879,1.05345696,0.080541,594c99552d287a4da1c3700000000000,594c99552d287a4d0765570000000000,0xe06e04
SpVSH-320,24,43,0,0x05d48d,0x371fd75313ba3238,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6273,2335,6273,8608,40705,5133.574706,13.071462,1.67680427,0.081138,3832ba1353d71f37b181390000000000,3832ba1353d71f37ea02840000000000,0xf87613
SpVSH-320,24,29,0,0xec17e9,0x023e671ecea64796,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,6122,5497,3061,8558,46476,5133.574706,13.063058,1.66706447,0.086907,9647a6ce1e673e026d1d1a0000000000,9647a6ce1e673e024b70e90000000000,0xe799b9
SpVSH-320,24,37,0,0x543cd0,0xdb7a2d659ac611ae,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,5352,4098,5352,9450,43152,5133.574706,13.206099,1.84082253,0.087147,ae11c69a652d7adb37b6a20000000000,ae11c69a652d7adb6c96310000000000,0x502c00
SpVSH-320,24,31,0,0x328986,0x613f79ad3bf97fe5,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,10030,9502,1003,10505,70104,5133.574706,13.358789,2.04633235,0.090359,e57ff93bad793f61bb458f0000000000,e57ff93bad793f618b05fa0000000000,0x069cde
SpVSH-320,24,27,0,0x071350,0xf0279cbbe64bfdde,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,8286,7186,1381,8567,56364,5133.574706,13.064574,1.66881763,0.095075,defd4be6bb9c27f09eddea0000000000,defd4be6bb9c27f0fca22f0000000000,0xf8aaca
SpVSH-320,24,1,0,0x3618e7,0x4316654087160922,rightmost_mod_2t,LE64_salt_concat_LE64_state,yes,9756,6789,4878,11667,66180,5133.574706,13.510146,2.27268534,0.096369,2209168740651643dbba950000000000,22091687406516431fbf1a0000000000,0x742770
